facility,year,quarter,art_current,art_new
kavaz,2017,3,1909,87
kavaz,2017,4,1765,92
kavaz,2018,1,1857,122
kavaz,2018,2,1858,89
kavaz,2018,3,1860,93
kavaz,2018,4,1970,89
kavaz,2019,1,1996,100
kavaz,2019,2,1988,91
kavaz,2019,3,1909,104
kavaz,2019,4,1947,76
kavaz,2020,2,2032,69
kavaz,2020,1,1993,69
vujog,2015,1,1077,62
vujog,2015,2,1111,98
vujog,2015,3,1304,70
vujog,2015,4,1185,65
vujog,2016,1,1054,92
vujog,2016,2,1060,112
vujog,2016,3,1601,129
vujog,2016,4,1436,118
vujog,2017,1,1656,176
vujog,2017,2,1697,123
vujog,2017,3,1738,110
vujog,2017,4,1533,110
vujog,2018,1,1646,134
vujog,2018,2,1738,151
vujog,2018,3,1633,112
vujog,2018,4,1699,94
vujog,2019,1,1706,99
vujog,2019,2,1745,98
vujog,2019,3,1736,108
vujog,2019,4,1731,85
vujog,2020,1,1810,97
vujog,2020,2,1817,83
nisoz,2015,1,998,60
nisoz,2015,2,1034,56
nisoz,2015,3,1069,59
nisoz,2015,4,1098,54
nisoz,2016,1,1124,69
nisoz,2016,2,1117,79
nisoz,2016,3,1386,102
nisoz,2016,4,1277,91
nisoz,2017,1,1330,111
nisoz,2017,2,1266,92
nisoz,2017,3,1375,78
nisoz,2017,4,1444,90
nisoz,2018,1,1505,94
nisoz,2018,2,1536,89
nisoz,2018,3,1526,85
nisoz,2018,4,1579,67
nisoz,2019,1,1660,91
nisoz,2019,2,1579,88
nisoz,2019,3,1542,82
nisoz,2019,4,1582,85
nisoz,2020,2,1656,62
nisoz,2020,1,1649,88
tisor,2015,1,3008,202
tisor,2015,2,3142,169
tisor,2015,3,3179,144
tisor,2015,4,3102,161
tisor,2016,1,3240,175
tisor,2016,2,3298,164
tisor,2016,3,3406,202
tisor,2016,4,3411,145
tisor,2017,1,3406,185
tisor,2017,2,3534,170
tisor,2017,3,3659,222
tisor,2017,4,3883,191
tisor,2018,1,3784,229
tisor,2018,2,3836,207
tisor,2018,3,3896,268
tisor,2018,4,3949,217
tisor,2019,1,3984,215
tisor,2019,2,4022,168
tisor,2019,3,3905,148
tisor,2019,4,4151,162
tisor,2020,2,4185,124
tisor,2020,1,4162,174
sodom,2015,1,487,29
sodom,2015,2,493,20
sodom,2015,3,504,32
sodom,2015,4,558,28
sodom,2016,1,577,53
sodom,2016,2,598,36
sodom,2016,3,638,54
sodom,2016,4,638,54
sodom,2017,1,680,56
sodom,2017,2,745,34
sodom,2017,3,730,35
sodom,2017,4,745,25
sodom,2018,1,755,31
sodom,2018,2,766,45
sodom,2018,3,773,25
sodom,2018,4,755,24
sodom,2019,1,777,28
sodom,2019,2,799,26
sodom,2019,3,790,26
sodom,2019,4,807,21
sodom,2020,2,792,19
sodom,2020,1,791,22
gizun,2015,1,492,16
gizun,2015,2,487,16
gizun,2015,3,505,30
gizun,2015,4,493,25
gizun,2016,1,506,20
gizun,2016,2,527,33
gizun,2016,3,548,44
gizun,2016,4,539,20
gizun,2017,1,568,39
gizun,2017,2,597,30
gizun,2017,3,624,42
gizun,2017,4,644,36
gizun,2018,1,665,37
gizun,2018,2,686,26
gizun,2018,3,687,46
gizun,2018,4,681,25
gizun,2019,1,664,16
gizun,2019,2,642,8
gizun,2019,3,676,24
gizun,2019,4,651,18
gizun,2020,2,663,14
gizun,2020,1,664,33
higin,2015,1,100,2
higin,2015,2,102,2
higin,2015,3,102,2
higin,2015,4,101,2
higin,2016,1,102,3
higin,2016,2,104,3
higin,2016,3,105,2
higin,2016,4,101,2
higin,2017,1,92,2
higin,2017,2,92,2
higin,2017,3,98,2
higin,2017,4,91,2
higin,2018,1,91,2
higin,2018,2,86,1
higin,2018,3,93,2
higin,2018,4,87,1
higin,2019,1,91,6
higin,2019,2,93,2
higin,2019,3,91,2
higin,2019,4,99,5
higin,2020,2,105,1
higin,2020,1,104,1
migad,2015,1,417,12
migad,2015,2,425,16
migad,2015,3,432,11
migad,2015,4,433,12
migad,2016,1,432,11
migad,2016,2,435,13
migad,2016,3,445,21
migad,2016,4,442,8
migad,2017,1,456,23
migad,2017,2,466,18
migad,2017,3,470,13
migad,2017,4,464,7
migad,2018,1,470,16
migad,2018,2,480,14
migad,2018,3,487,20
migad,2018,4,487,23
migad,2019,1,539,34
migad,2019,2,511,24
migad,2019,3,511,15
migad,2019,4,504,13
migad,2020,2,485,7
migad,2020,1,487,14
fahib,2015,1,563,29
fahib,2015,2,547,33
fahib,2015,3,567,45
fahib,2015,4,566,41
fahib,2016,1,592,30
fahib,2016,2,603,34
fahib,2016,3,638,56
fahib,2016,4,677,49
fahib,2017,1,702,50
fahib,2017,2,716,45
fahib,2017,3,724,51
fahib,2017,4,747,58
fahib,2018,1,748,39
fahib,2018,2,795,38
fahib,2018,3,780,34
fahib,2018,4,762,37
fahib,2019,1,783,34
fahib,2019,2,798,36
fahib,2019,3,787,36
fahib,2019,4,825,51
fahib,2020,2,866,20
fahib,2020,1,829,32
rizap,2015,1,318,24
rizap,2015,2,349,33
rizap,2015,3,364,30
rizap,2015,4,367,18
rizap,2016,1,386,27
rizap,2016,2,404,31
rizap,2016,3,434,44
rizap,2016,4,455,25
rizap,2017,1,475,33
rizap,2017,2,498,40
rizap,2017,3,506,32
rizap,2017,4,527,37
rizap,2018,1,542,40
rizap,2018,2,550,30
rizap,2018,3,560,34
rizap,2018,4,551,31
rizap,2019,1,572,45
rizap,2019,2,587,33
rizap,2019,3,601,34
rizap,2019,4,623,32
rizap,2020,2,625,19
rizap,2020,1,627,33
dokof,2015,1,1524,92
dokof,2015,2,1587,149
dokof,2015,3,1770,186
dokof,2015,4,1555,202
dokof,2016,1,1615,162
dokof,2016,2,1845,190
dokof,2016,3,2012,251
dokof,2016,4,2122,219
dokof,2017,1,2173,203
dokof,2017,2,2235,185
dokof,2017,3,2246,139
dokof,2017,4,2243,184
dokof,2018,1,2236,174
dokof,2018,2,2332,244
dokof,2018,3,2451,255
dokof,2018,4,2670,179
dokof,2019,1,2615,197
dokof,2019,2,2469,186
dokof,2019,3,2570,187
dokof,2019,4,2626,159
dokof,2020,2,2626,129
dokof,2020,1,2608,196
zapot,2015,1,54,2
zapot,2015,2,57,3
zapot,2015,3,56,0
zapot,2015,4,54,1
zapot,2016,1,92,0
zapot,2016,2,52,0
zapot,2016,3,52,1
zapot,2016,4,52,1
zapot,2017,1,54,2
zapot,2017,2,58,3
zapot,2017,3,59,2
zapot,2017,4,59,0
zapot,2018,1,61,2
zapot,2018,2,60,0
zapot,2018,3,60,0
zapot,2018,4,61,0
zapot,2019,1,62,1
zapot,2019,2,62,0
zapot,2019,3,62,2
zapot,2019,4,62,1
zapot,2020,2,62,0
zapot,2020,1,62,0
huros,2015,1,19,2
huros,2015,2,18,0
huros,2015,3,18,0
huros,2015,4,18,1
huros,2016,1,21,3
huros,2016,2,21,1
huros,2016,3,20,1
huros,2016,4,21,1
huros,2017,1,23,2
huros,2017,2,24,1
huros,2017,3,24,1
huros,2017,4,20,0
huros,2018,1,17,0
huros,2018,2,19,0
huros,2018,3,18,0
huros,2018,4,18,0
huros,2019,1,19,2
huros,2019,2,20,1
huros,2019,3,19,0
huros,2019,4,18,0
huros,2020,1,20,1
huros,2020,2,20,0
zibaz,2015,1,7,1
zibaz,2015,2,5,0
zibaz,2015,3,5,0
zibaz,2015,4,6,1
zibaz,2016,1,7,1
zibaz,2016,2,7,0
zibaz,2016,3,7,0
zibaz,2016,4,9,2
zibaz,2017,1,9,1
zibaz,2017,2,9,0
zibaz,2017,3,9,0
zibaz,2017,4,7,0
zibaz,2018,1,7,0
zibaz,2018,2,7,0
zibaz,2018,3,8,0
zibaz,2018,4,8,1
zibaz,2019,1,8,0
zibaz,2019,2,8,0
zibaz,2019,3,6,0
zibaz,2019,4,6,0
zibaz,2020,2,5,0
zibaz,2020,1,5,0
jisam,2015,1,353,11
jisam,2015,2,354,6
jisam,2015,3,354,1
jisam,2015,4,356,24
jisam,2016,1,311,4
jisam,2016,2,348,15
jisam,2016,3,342,9
jisam,2016,4,383,20
jisam,2017,1,372,11
jisam,2017,2,385,17
jisam,2017,3,391,12
jisam,2017,4,383,8
jisam,2018,1,335,14
jisam,2018,2,388,7
jisam,2018,3,362,10
jisam,2018,4,362,8
jisam,2019,1,310,6
jisam,2019,2,295,4
jisam,2019,3,289,5
jisam,2019,4,315,5
jisam,2020,2,317,12
jisam,2020,1,305,7
fonir,2015,1,20,0
fonir,2015,2,21,1
fonir,2015,3,18,0
fonir,2015,4,19,1
fonir,2016,1,17,1
fonir,2016,2,17,0
fonir,2016,3,14,0
fonir,2016,4,15,0
fonir,2017,1,10,0
fonir,2017,2,4,0
fonir,2017,3,13,3
fonir,2017,4,10,0
fonir,2018,1,18,4
fonir,2018,2,18,0
fonir,2018,3,13,1
fonir,2018,4,15,0
fonir,2019,1,14,0
fonir,2019,2,15,0
fonir,2019,3,18,0
fonir,2019,4,14,0
fonir,2020,2,14,0
fonir,2020,1,14,0
mapil,2015,1,142,5
mapil,2015,2,169,13
mapil,2015,3,164,13
mapil,2015,4,170,11
mapil,2016,1,165,2
mapil,2016,3,215,36
mapil,2016,4,210,12
mapil,2017,1,215,6
mapil,2017,2,216,8
mapil,2017,3,234,12
mapil,2017,4,254,14
mapil,2018,1,235,2
mapil,2018,2,232,8
mapil,2018,3,235,8
mapil,2018,4,246,13
mapil,2019,1,247,3
mapil,2019,2,249,2
mapil,2019,3,240,3
mapil,2019,4,238,10
marav,2015,1,78,1
marav,2015,2,81,7
marav,2015,3,88,6
marav,2015,4,87,2
marav,2016,1,89,2
marav,2016,2,90,4
marav,2016,3,94,6
marav,2016,4,90,3
marav,2017,1,95,6
marav,2017,2,95,5
marav,2017,3,95,4
marav,2017,4,103,6
marav,2018,1,99,3
marav,2018,2,102,4
marav,2018,3,101,4
marav,2018,4,99,1
marav,2019,1,100,3
marav,2019,2,103,4
marav,2019,3,106,5
marav,2019,4,109,1
marav,2020,1,111,6
marav,2020,2,109,2
bozoh,2015,1,75,4
bozoh,2015,2,77,5
bozoh,2015,3,76,2
bozoh,2015,4,75,1
bozoh,2016,1,75,1
bozoh,2016,2,80,4
bozoh,2016,3,76,6
bozoh,2016,4,68,3
bozoh,2017,1,73,1
bozoh,2017,2,75,8
bozoh,2017,3,79,3
bozoh,2017,4,119,15
bozoh,2018,1,93,4
bozoh,2018,2,102,6
bozoh,2018,3,110,8
bozoh,2018,4,128,2
bozoh,2019,1,80,4
bozoh,2019,2,85,5
bozoh,2019,3,92,5
bozoh,2019,4,101,3
bozoh,2020,1,96,1
bozoh,2020,2,98,2
topiz,2015,1,61,4
topiz,2015,2,61,5
topiz,2015,3,61,5
topiz,2015,4,67,11
topiz,2016,1,70,9
topiz,2016,2,63,2
topiz,2016,3,74,10
topiz,2016,4,73,4
topiz,2017,1,73,3
topiz,2017,2,76,9
topiz,2017,3,76,3
topiz,2017,4,89,12
topiz,2018,1,87,12
topiz,2018,2,104,8
topiz,2018,3,105,4
topiz,2018,4,109,11
topiz,2019,1,115,6
topiz,2019,2,126,14
topiz,2019,3,194,9
topiz,2019,4,138,5
topiz,2020,2,134,6
topiz,2020,1,140,5
fakok,2015,1,226,11
fakok,2015,2,220,5
fakok,2015,3,214,12
fakok,2015,4,234,16
fakok,2016,1,244,12
fakok,2016,2,256,17
fakok,2016,3,277,22
fakok,2016,4,297,18
fakok,2017,1,300,18
fakok,2017,2,301,13
fakok,2017,3,319,21
fakok,2017,4,326,12
fakok,2018,1,331,14
fakok,2018,2,343,17
fakok,2018,3,344,14
fakok,2018,4,352,21
fakok,2019,1,344,28
fakok,2019,2,350,23
fakok,2019,3,369,17
fakok,2019,4,378,14
fakok,2020,2,398,17
fakok,2020,1,381,21
pakoh,2015,1,150,7
pakoh,2015,2,146,8
pakoh,2015,3,152,5
pakoh,2015,4,152,3
pakoh,2016,1,150,5
pakoh,2016,2,152,4
pakoh,2016,3,158,7
pakoh,2016,4,152,3
rafar,2015,1,46,1
rafar,2015,2,49,4
rafar,2015,3,52,2
rafar,2015,4,50,1
rafar,2016,1,55,2
rafar,2016,2,51,1
rafar,2016,3,52,3
rafar,2016,4,54,4
rafar,2017,1,58,5
rafar,2017,2,74,21
rafar,2017,3,81,9
rafar,2017,4,81,7
rafar,2018,1,84,7
rafar,2018,2,89,2
rafar,2018,3,91,4
rafar,2018,4,97,4
rafar,2019,1,92,4
rafar,2019,2,88,2
rafar,2019,3,90,4
rafar,2020,2,91,2
mumat,2015,1,278,28
mumat,2015,2,288,16
mumat,2015,3,290,13
mumat,2015,4,306,16
mumat,2016,1,328,16
mumat,2016,2,337,16
mumat,2016,3,363,57
mumat,2016,4,367,24
mumat,2017,1,410,36
mumat,2017,2,404,16
mumat,2017,3,432,32
mumat,2017,4,426,18
mumat,2018,1,420,31
mumat,2018,2,424,20
mumat,2018,3,440,20
mumat,2018,4,453,17
mumat,2019,1,469,30
mumat,2019,2,476,9
mumat,2019,3,451,24
mumat,2019,4,508,30
mumat,2020,1,464,24
mumat,2020,2,478,17
lazoj,2015,1,1018,68
lazoj,2015,2,1081,71
lazoj,2015,3,1081,55
lazoj,2015,4,1116,70
lazoj,2016,1,1091,63
lazoj,2016,2,1140,61
lazoj,2016,3,1215,118
lazoj,2016,4,1170,60
lazoj,2017,1,1259,75
lazoj,2017,2,1350,101
lazoj,2017,3,1339,77
lazoj,2017,4,1326,51
lazoj,2018,1,1368,90
lazoj,2018,2,1374,63
lazoj,2018,3,1305,71
lazoj,2018,4,1390,76
lazoj,2019,1,1485,87
lazoj,2019,2,1432,71
lazoj,2019,3,1503,61
lazoj,2019,4,1537,63
lazoj,2020,2,1560,49
lazoj,2020,1,1545,58
nibaz,2015,1,489,49
nibaz,2015,2,469,23
nibaz,2015,3,512,44
nibaz,2015,4,535,44
nibaz,2016,1,590,55
nibaz,2016,2,583,50
nibaz,2016,3,666,65
nibaz,2016,4,643,46
nibaz,2017,1,696,53
nibaz,2017,2,695,49
nibaz,2017,3,736,48
nibaz,2017,4,718,36
nibaz,2018,1,786,63
nibaz,2018,2,812,47
nibaz,2018,3,838,86
nibaz,2018,4,847,60
nibaz,2019,1,878,61
nibaz,2019,2,923,55
nibaz,2019,3,966,58
nibaz,2019,4,987,51
nibaz,2020,2,1056,42
nibaz,2020,1,1039,66
fifad,2015,1,355,20
fifad,2015,2,386,31
fifad,2015,3,420,19
fifad,2015,4,410,21
fifad,2016,1,421,31
fifad,2016,2,448,43
fifad,2016,3,510,70
fifad,2016,4,514,33
fifad,2017,1,537,50
fifad,2017,2,599,52
fifad,2017,3,606,44
fifad,2017,4,619,29
fifad,2018,1,636,52
fifad,2018,2,690,50
fifad,2018,3,747,82
fifad,2018,4,731,37
fifad,2019,1,808,32
fifad,2019,2,683,32
fifad,2019,3,724,52
fifad,2019,4,717,46
fifad,2020,1,747,32
fifad,2020,2,753,22
giluz,2015,1,316,19
giluz,2015,2,327,16
giluz,2015,3,315,7
giluz,2015,4,332,16
giluz,2016,1,341,18
giluz,2016,2,358,26
giluz,2016,3,392,46
giluz,2016,4,400,32
giluz,2017,1,443,43
giluz,2017,2,448,18
giluz,2017,3,457,18
giluz,2017,4,449,20
giluz,2018,1,456,15
giluz,2018,2,466,23
giluz,2018,3,471,12
giluz,2018,4,474,13
giluz,2019,1,477,12
giluz,2019,2,488,14
giluz,2019,3,499,15
giluz,2019,4,494,19
giluz,2020,1,495,22
giluz,2020,2,506,16
falul,2015,1,538,30
falul,2015,2,602,70
falul,2015,3,591,37
falul,2015,4,650,39
falul,2016,1,681,58
falul,2016,2,697,48
falul,2016,3,728,72
falul,2016,4,753,64
falul,2017,1,800,64
falul,2017,2,809,67
falul,2017,3,820,65
falul,2017,4,856,58
falul,2018,1,899,63
falul,2018,2,915,51
falul,2018,3,943,49
falul,2018,4,938,53
falul,2019,1,922,49
falul,2019,2,968,57
falul,2019,3,989,42
falul,2019,4,995,46
falul,2020,2,1015,35
falul,2020,1,999,51
zajoj,2015,1,1239,83
zajoj,2015,2,1341,103
zajoj,2015,3,1393,121
zajoj,2015,4,1517,83
zajoj,2016,1,1596,103
zajoj,2016,2,1661,101
zajoj,2016,3,1655,184
zajoj,2016,4,1828,85
zajoj,2017,1,1825,134
zajoj,2017,2,1857,142
zajoj,2017,3,1928,132
zajoj,2017,4,2001,113
zajoj,2018,1,2073,133
zajoj,2018,2,2482,134
zajoj,2018,3,2289,177
zajoj,2018,4,2343,129
zajoj,2019,1,2345,140
zajoj,2019,2,2393,89
zajoj,2019,3,2446,76
zajoj,2020,2,2387,58
zajoj,2020,1,2453,94
vurig,2015,1,401,24
vurig,2015,2,420,33
vurig,2015,3,455,39
vurig,2015,4,449,23
vurig,2016,1,469,35
vurig,2016,2,471,26
vurig,2016,3,513,58
vurig,2016,4,526,33
vurig,2017,1,554,40
vurig,2017,2,564,42
vurig,2017,3,610,45
vurig,2017,4,635,51
vurig,2018,1,668,48
vurig,2018,2,672,55
vurig,2018,3,690,32
vurig,2018,4,719,48
vurig,2019,1,718,40
vurig,2019,2,732,46
vurig,2019,3,735,32
vurig,2019,4,745,36
vurig,2020,2,748,25
vurig,2020,1,748,32
nopah,2015,1,195,8
nopah,2015,2,197,6
nopah,2015,3,202,5
nopah,2015,4,205,11
nopah,2016,1,207,13
nopah,2016,2,227,10
nopah,2016,3,225,13
nopah,2016,4,235,34
nopah,2017,1,285,34
nopah,2017,2,289,13
nopah,2017,3,291,15
nopah,2017,4,293,20
nopah,2018,1,295,11
nopah,2018,2,287,13
nopah,2018,3,306,14
nopah,2018,4,309,19
nopah,2019,1,334,27
nopah,2019,2,329,15
nopah,2019,3,346,22
nopah,2019,4,328,16
nopah,2020,2,352,9
nopah,2020,1,339,13
dozip,2015,1,1276,56
dozip,2015,2,1310,52
dozip,2015,3,1353,53
dozip,2015,4,1362,52
dozip,2016,1,1399,48
dozip,2016,2,1425,67
dozip,2016,3,1566,177
dozip,2016,4,1601,77
dozip,2017,1,1678,87
dozip,2017,2,1697,51
dozip,2017,3,1690,49
dozip,2017,4,1703,38
dozip,2018,1,1739,59
dozip,2018,2,1764,67
dozip,2018,3,1787,60
dozip,2018,4,1814,55
dozip,2019,1,1844,64
dozip,2019,2,1838,52
dozip,2019,3,1857,43
dozip,2019,4,1835,46
dozip,2020,1,1834,51
dozip,2020,2,1882,32
luviv,2015,1,399,18
luviv,2015,2,417,17
luviv,2015,3,414,34
luviv,2015,4,416,23
luviv,2016,1,453,42
luviv,2016,2,487,49
luviv,2016,3,530,49
luviv,2016,4,537,39
luviv,2017,1,551,44
luviv,2017,2,581,49
luviv,2017,3,578,53
luviv,2017,4,619,40
luviv,2018,1,648,39
luviv,2018,2,633,33
luviv,2018,3,620,38
luviv,2018,4,619,34
luviv,2019,1,624,30
luviv,2019,2,620,33
luviv,2019,3,624,35
luviv,2019,4,658,38
luviv,2020,1,645,26
luviv,2020,2,654,33
vutal,2015,1,347,19
vutal,2015,2,355,10
vutal,2015,3,351,19
vutal,2015,4,349,24
vutal,2016,1,349,32
vutal,2016,2,477,33
vutal,2016,3,474,47
vutal,2016,4,510,33
vutal,2017,1,505,42
vutal,2017,2,456,55
vutal,2017,3,489,31
vutal,2017,4,480,39
vutal,2018,1,496,48
vutal,2018,2,495,27
vutal,2018,3,513,40
vutal,2018,4,523,38
vutal,2019,1,545,37
vutal,2019,2,533,17
vutal,2019,3,544,37
vutal,2019,4,557,29
vutal,2020,1,569,26
vutal,2020,2,585,24
jahub,2015,1,528,56
jahub,2015,2,524,35
jahub,2015,3,551,44
jahub,2015,4,561,45
jahub,2016,1,577,40
jahub,2016,2,604,52
jahub,2016,3,650,88
jahub,2016,4,692,73
jahub,2017,1,730,91
jahub,2017,2,776,79
jahub,2017,3,801,86
jahub,2017,4,810,54
jahub,2018,1,828,75
jahub,2018,2,861,88
jahub,2018,3,748,64
jahub,2018,4,932,78
jahub,2019,1,888,66
jahub,2019,2,951,78
jahub,2019,3,998,88
jahub,2019,4,1030,77
jahub,2020,1,1055,66
jahub,2020,2,1064,47
sokis,2015,1,320,15
sokis,2015,2,307,13
sokis,2015,3,317,16
sokis,2015,4,341,25
sokis,2016,1,339,18
sokis,2016,2,348,17
sokis,2016,3,367,35
sokis,2016,4,387,24
sokis,2017,1,387,24
sokis,2017,2,409,19
sokis,2017,3,383,24
sokis,2017,4,380,18
sokis,2018,1,406,31
sokis,2018,2,414,17
sokis,2018,3,414,23
sokis,2018,4,433,27
sokis,2019,1,452,31
sokis,2019,2,451,23
sokis,2019,3,443,20
sokis,2019,4,443,14
sokis,2020,2,361,3
sokis,2020,1,364,3
fomuz,2015,1,157,17
fomuz,2015,2,145,4
fomuz,2016,1,153,12
fomuz,2016,2,152,12
fomuz,2016,3,162,16
fomuz,2016,4,167,11
fomuz,2017,1,184,24
fomuz,2017,2,184,17
fomuz,2017,3,211,32
fomuz,2017,4,226,30
fomuz,2018,1,232,20
fomuz,2018,2,231,19
fomuz,2018,3,243,25
fomuz,2018,4,248,22
fomuz,2019,1,274,22
fomuz,2019,2,268,11
fomuz,2019,3,270,15
fomuz,2019,4,273,17
fomuz,2020,2,279,12
fomuz,2020,1,286,15
sahuh,2015,1,133,9
sahuh,2015,2,138,8
sahuh,2015,3,145,10
sahuh,2015,4,123,4
sahuh,2016,1,153,17
sahuh,2016,2,164,8
sahuh,2016,3,164,16
sahuh,2016,4,181,10
sahuh,2017,1,191,17
sahuh,2017,2,195,12
sahuh,2017,3,200,8
sahuh,2017,4,198,10
sahuh,2018,1,212,15
sahuh,2018,2,211,6
sahuh,2018,3,209,8
sahuh,2018,4,213,4
sahuh,2019,1,216,7
sahuh,2019,2,223,8
sahuh,2019,3,224,3
sahuh,2019,4,215,9
sahuh,2020,2,219,7
sahuh,2020,1,213,9
foton,2015,1,144,7
foton,2015,2,155,14
foton,2015,3,160,6
foton,2015,4,167,9
foton,2016,1,180,13
foton,2016,2,190,13
foton,2016,3,203,20
foton,2016,4,205,8
foton,2017,1,213,10
foton,2017,2,226,14
foton,2017,3,231,15
foton,2017,4,247,19
foton,2018,1,251,12
foton,2018,2,246,5
foton,2018,3,242,16
foton,2018,4,186,6
foton,2019,1,179,5
foton,2019,2,251,8
foton,2019,3,242,5
foton,2019,4,240,7
foton,2020,2,249,12
foton,2020,1,238,11
dozon,2015,1,277,18
dozon,2015,2,292,23
dozon,2015,3,305,32
dozon,2015,4,310,24
dozon,2016,1,341,35
dozon,2016,2,330,20
dozon,2016,3,364,38
dozon,2016,4,359,25
dozon,2017,1,383,29
dozon,2017,2,408,36
dozon,2017,3,428,40
dozon,2017,4,486,30
dozon,2018,1,472,28
dozon,2018,2,464,42
dozon,2018,3,456,50
dozon,2018,4,480,43
dozon,2019,1,486,55
dozon,2019,2,486,40
dozon,2019,3,489,39
dozon,2019,4,513,43
dozon,2020,2,491,35
dozon,2020,1,555,36
fotil,2015,1,176,17
fotil,2015,2,187,15
fotil,2015,3,190,15
fotil,2015,4,199,16
fotil,2016,1,203,7
fotil,2016,2,201,6
fotil,2016,3,215,23
fotil,2016,4,228,17
fotil,2017,1,241,20
fotil,2017,2,258,18
fotil,2017,3,267,20
fotil,2017,4,265,13
fotil,2018,1,273,14
fotil,2018,2,290,18
fotil,2018,3,307,21
fotil,2018,4,305,25
fotil,2019,1,307,16
fotil,2019,2,273,20
fotil,2019,3,316,21
fotil,2019,4,329,19
fotil,2020,2,344,11
fotil,2020,1,321,14
gahuh,2015,1,468,25
gahuh,2015,2,486,21
gahuh,2015,3,493,28
gahuh,2015,4,499,25
gahuh,2016,1,550,24
gahuh,2016,2,563,17
gahuh,2016,3,620,70
gahuh,2016,4,631,34
gahuh,2017,1,654,50
gahuh,2017,2,655,31
gahuh,2017,3,741,32
gahuh,2017,4,674,48
gahuh,2018,1,701,58
gahuh,2018,2,701,29
gahuh,2018,3,714,37
gahuh,2018,4,724,41
gahuh,2019,1,718,30
gahuh,2019,2,719,31
gahuh,2019,3,745,33
gahuh,2019,4,746,42
gahuh,2020,2,717,19
gahuh,2020,1,722,40
funoj,2015,1,1022,45
funoj,2015,2,1065,73
funoj,2015,3,1080,80
funoj,2015,4,1119,66
funoj,2016,1,1170,55
funoj,2016,2,1193,62
funoj,2016,3,1206,75
funoj,2016,4,1211,52
funoj,2017,1,1186,45
funoj,2017,2,1211,51
funoj,2017,3,1202,38
funoj,2017,4,1209,49
funoj,2018,1,1227,38
funoj,2018,2,1219,33
funoj,2018,3,1226,36
funoj,2018,4,1222,40
funoj,2019,1,1208,26
funoj,2019,2,1222,26
funoj,2019,3,1186,25
funoj,2019,4,1205,38
funoj,2020,2,1208,25
funoj,2020,1,1204,37
sijaz,2015,1,207,8
sijaz,2015,2,213,11
sijaz,2015,3,217,15
sijaz,2015,4,219,11
sijaz,2016,1,190,15
sijaz,2016,2,233,14
sijaz,2016,3,233,12
sijaz,2016,4,253,27
sijaz,2017,1,258,20
sijaz,2017,2,262,6
sijaz,2017,3,265,14
sijaz,2017,4,282,22
sijaz,2018,1,292,11
sijaz,2018,2,318,13
sijaz,2018,3,319,21
sijaz,2018,4,321,10
sijaz,2019,1,341,18
sijaz,2019,2,344,6
sijaz,2019,3,358,20
sijaz,2019,4,369,14
sijaz,2020,1,367,11
sijaz,2020,2,381,11
mirut,2015,1,176,9
mirut,2015,2,180,8
mirut,2015,3,171,21
mirut,2015,4,157,21
mirut,2016,1,184,11
mirut,2016,2,187,13
mirut,2016,3,207,20
mirut,2016,4,252,23
mirut,2017,1,267,18
mirut,2017,2,265,13
mirut,2017,3,285,24
mirut,2017,4,260,20
mirut,2018,1,327,21
mirut,2018,2,303,5
mirut,2018,3,345,17
mirut,2018,4,362,18
mirut,2019,1,362,10
mirut,2019,2,371,13
mirut,2019,3,372,20
mirut,2019,4,330,12
mirut,2020,2,323,5
mirut,2020,1,319,14
juvad,2015,1,307,13
juvad,2015,2,327,15
juvad,2015,3,336,14
juvad,2015,4,348,13
juvad,2016,1,356,15
juvad,2016,2,370,19
juvad,2016,3,410,46
juvad,2016,4,432,32
juvad,2017,1,463,24
juvad,2017,2,472,11
juvad,2017,3,485,21
juvad,2017,4,494,15
juvad,2018,1,501,19
juvad,2018,2,502,9
juvad,2018,3,512,20
juvad,2018,4,519,12
juvad,2019,1,535,22
juvad,2019,2,537,17
juvad,2019,3,540,13
juvad,2019,4,552,12
juvad,2020,1,472,11
juvad,2020,2,479,7
fatut,2015,1,1145,92
fatut,2015,2,1184,96
fatut,2015,3,1235,86
fatut,2015,4,1323,129
fatut,2016,1,1371,104
fatut,2016,2,1406,94
fatut,2016,3,1459,140
fatut,2016,4,1558,124
fatut,2017,1,1586,140
fatut,2017,2,1700,172
fatut,2017,3,1762,157
fatut,2017,4,1871,144
fatut,2018,1,1922,148
fatut,2018,2,1913,108
fatut,2018,3,1977,136
fatut,2018,4,2062,118
fatut,2019,1,2110,133
fatut,2019,2,2151,114
fatut,2019,3,2133,95
fatut,2019,4,2124,98
fatut,2020,2,2113,90
fatut,2020,1,2158,106
fivog,2015,1,459,35
fivog,2015,2,471,40
fivog,2015,3,504,36
fivog,2015,4,528,33
fivog,2016,1,542,41
fivog,2016,2,553,36
fivog,2016,3,601,71
fivog,2016,4,617,41
fivog,2017,1,641,50
fivog,2017,2,676,62
fivog,2017,3,671,37
fivog,2017,4,687,48
fivog,2018,1,729,73
fivog,2018,2,652,45
fivog,2018,3,736,73
fivog,2018,4,774,58
fivog,2019,1,792,65
fivog,2019,2,832,51
fivog,2019,3,868,44
fivog,2019,4,857,52
fivog,2020,2,892,33
fivog,2020,1,859,53
gofol,2015,1,489,48
gofol,2015,2,511,44
gofol,2015,3,560,72
gofol,2015,4,584,65
gofol,2016,1,584,65
