facility,year,quarter,art_current,art_new
bohal,2017,3,16,0
bohal,2017,4,16,0
bohal,2018,1,16,0
bohal,2018,2,16,0
bohal,2018,3,17,1
bohal,2018,4,16,0
bohal,2019,1,18,1
bohal,2019,2,18,0
bohal,2019,3,17,2
bohal,2019,4,20,3
bohal,2020,1,27,8
bohal,2020,2,31,4
konif,2015,1,119,15
konif,2015,2,130,17
konif,2015,3,124,8
konif,2015,4,118,7
konif,2016,1,124,10
konif,2016,2,139,21
konif,2016,3,155,21
konif,2016,4,169,23
konif,2017,1,183,24
konif,2017,2,194,15
konif,2017,3,200,15
konif,2017,4,210,12
konif,2018,1,229,17
konif,2018,2,249,33
konif,2018,3,276,35
konif,2018,4,287,26
konif,2019,1,312,34
konif,2019,2,320,27
konif,2019,3,351,36
konif,2019,4,363,34
konif,2020,1,376,19
konif,2020,2,373,23
misov,2015,1,99,25
misov,2015,2,102,7
misov,2015,3,112,12
misov,2015,4,124,14
misov,2016,1,130,10
misov,2016,2,135,11
misov,2016,3,149,16
misov,2016,4,157,19
misov,2017,1,171,14
misov,2017,2,181,15
misov,2017,3,192,17
misov,2017,4,212,28
misov,2018,1,186,27
misov,2018,2,230,18
misov,2018,3,246,18
misov,2018,4,221,14
misov,2019,1,227,18
misov,2019,2,243,12
misov,2019,3,248,20
misov,2019,4,240,15
misov,2020,2,252,13
misov,2020,1,239,23
rijoz,2015,1,102,9
rijoz,2015,2,104,9
rijoz,2015,3,102,8
rijoz,2015,4,108,12
rijoz,2016,1,108,7
rijoz,2016,2,112,8
rijoz,2016,3,117,9
rijoz,2016,4,120,8
rijoz,2017,1,122,10
rijoz,2017,2,125,10
rijoz,2017,3,133,14
rijoz,2017,4,139,11
rijoz,2018,1,149,12
rijoz,2018,2,150,9
rijoz,2018,3,170,33
rijoz,2018,4,175,13
rijoz,2019,1,177,7
rijoz,2019,2,177,11
rijoz,2019,3,201,27
rijoz,2019,4,211,21
rijoz,2020,2,212,7
rijoz,2020,1,212,11
gumuf,2015,1,60,11
gumuf,2015,2,67,11
gumuf,2015,3,70,6
gumuf,2015,4,78,8
gumuf,2016,1,83,8
gumuf,2016,2,81,2
gumuf,2016,3,87,12
gumuf,2016,4,97,11
gumuf,2017,1,106,10
gumuf,2017,2,112,10
gumuf,2017,3,110,10
gumuf,2017,4,107,6
gumuf,2018,1,111,5
gumuf,2018,2,122,15
gumuf,2018,3,137,14
gumuf,2018,4,140,16
gumuf,2019,1,154,22
gumuf,2019,2,162,39
gumuf,2019,3,175,11
gumuf,2019,4,155,8
gumuf,2020,1,157,9
gumuf,2020,2,165,6
piroj,2015,1,24,0
piroj,2015,2,24,0
piroj,2015,3,22,3
piroj,2015,4,19,0
piroj,2016,1,14,7
piroj,2016,2,50,30
piroj,2016,3,54,8
piroj,2016,4,58,6
piroj,2017,1,56,5
piroj,2017,2,65,10
piroj,2017,3,64,10
piroj,2017,4,69,13
piroj,2018,1,71,10
piroj,2018,2,65,4
piroj,2018,3,63,5
piroj,2018,4,63,4
piroj,2019,1,74,20
piroj,2019,2,71,4
piroj,2019,3,72,6
piroj,2019,4,74,10
piroj,2020,2,77,10
piroj,2020,1,75,10
pimal,2015,1,48,5
pimal,2015,2,52,8
pimal,2015,3,61,10
pimal,2015,4,64,6
pimal,2016,1,70,8
pimal,2016,2,74,3
pimal,2016,3,81,11
pimal,2016,4,96,15
pimal,2017,1,90,2
pimal,2017,2,93,4
pimal,2017,3,96,8
pimal,2017,4,108,10
pimal,2018,1,100,3
pimal,2018,2,105,3
pimal,2018,3,92,3
pimal,2018,4,103,6
pimal,2019,1,108,8
pimal,2019,2,102,4
pimal,2019,3,107,5
pimal,2019,4,108,5
pimal,2020,1,110,6
pimal,2020,2,136,30
lupus,2015,1,48,11
lupus,2015,2,56,7
lupus,2015,3,54,3
lupus,2015,4,59,23
lupus,2016,1,61,6
lupus,2016,2,74,15
lupus,2016,3,61,15
lupus,2016,4,77,16
lupus,2017,1,87,15
lupus,2017,2,62,15
lupus,2017,3,62,9
lupus,2017,4,67,9
lupus,2018,1,66,11
lupus,2018,2,83,20
lupus,2018,3,80,9
lupus,2018,4,84,17
lupus,2019,1,97,9
lupus,2019,2,106,16
lupus,2019,3,138,7
lupus,2019,4,139,17
lupus,2020,2,168,10
lupus,2020,1,158,20
latig,2015,1,225,17
latig,2015,2,211,11
latig,2015,3,239,26
latig,2015,4,257,28
latig,2016,1,270,22
latig,2016,2,288,37
latig,2016,3,356,56
latig,2016,4,364,35
latig,2017,1,405,43
latig,2017,2,427,36
latig,2017,3,405,38
latig,2017,4,418,32
latig,2018,1,441,39
latig,2018,2,468,35
latig,2018,3,471,22
latig,2018,4,445,29
latig,2019,1,448,24
latig,2019,2,466,23
latig,2019,3,452,21
latig,2019,4,460,21
latig,2020,2,457,21
latig,2020,1,472,37
vulah,2015,1,49,6
vulah,2015,2,53,6
vulah,2015,3,59,10
vulah,2015,4,66,8
vulah,2016,1,70,4
vulah,2016,2,69,7
vulah,2016,3,72,9
vulah,2016,4,76,9
vulah,2017,1,81,9
vulah,2017,2,91,8
vulah,2017,3,91,6
vulah,2017,4,91,7
vulah,2018,1,100,8
vulah,2018,2,103,10
vulah,2018,3,90,6
vulah,2018,4,104,5
vulah,2019,1,98,6
vulah,2019,2,95,2
vulah,2019,3,92,1
vulah,2019,4,20,0
ruzuh,2015,1,56,3
ruzuh,2015,2,71,1
ruzuh,2015,3,53,3
ruzuh,2015,4,63,5
ruzuh,2016,1,63,2
ruzuh,2016,2,64,4
ruzuh,2016,3,74,8
ruzuh,2016,4,81,10
ruzuh,2017,1,89,8
ruzuh,2017,2,105,12
ruzuh,2017,3,116,8
ruzuh,2017,4,128,15
ruzuh,2018,1,139,16
ruzuh,2018,2,155,18
ruzuh,2018,3,172,18
ruzuh,2018,4,169,10
ruzuh,2019,1,201,19
ruzuh,2019,2,216,16
ruzuh,2019,3,235,19
ruzuh,2019,4,259,18
ruzuh,2020,2,286,11
ruzuh,2020,1,270,19
zokar,2015,1,102,8
zokar,2015,2,84,9
zokar,2015,3,108,10
zokar,2015,4,121,16
zokar,2016,1,122,16
zokar,2016,2,110,7
zokar,2016,3,118,17
zokar,2016,4,129,18
zokar,2017,1,123,8
zokar,2017,2,144,13
zokar,2017,3,144,11
zokar,2017,4,152,3
zokar,2018,1,154,7
zokar,2018,2,156,9
zokar,2018,3,159,16
zokar,2018,4,171,19
zokar,2019,1,167,3
zokar,2019,2,165,3
zokar,2019,3,145,10
zokar,2019,4,144,4
zokar,2020,2,140,4
zokar,2020,1,147,6
kigin,2015,1,77,12
kigin,2015,2,83,6
kigin,2015,3,87,10
kigin,2015,4,86,5
kigin,2016,1,87,4
kigin,2016,2,88,2
kigin,2016,3,93,3
kigin,2016,4,93,2
kigin,2017,1,100,14
kigin,2017,2,101,5
kigin,2017,3,94,0
kigin,2017,4,98,3
kigin,2018,1,100,7
kigin,2018,2,107,12
kigin,2018,3,123,13
kigin,2018,4,126,7
kigin,2019,1,136,10
kigin,2019,2,139,9
kigin,2019,3,143,8
kigin,2019,4,142,2
kigin,2020,2,141,10
kigin,2020,1,131,10
dotat,2015,1,23,5
dotat,2015,2,19,2
dotat,2015,3,16,2
dotat,2015,4,14,0
dotat,2016,1,13,1
dotat,2016,2,19,5
dotat,2016,3,23,4
dotat,2016,4,21,1
dotat,2017,1,23,4
dotat,2017,2,25,3
dotat,2017,3,22,1
dotat,2017,4,19,3
dotat,2018,1,18,2
dotat,2018,2,17,0
dotat,2018,3,18,3
dotat,2018,4,17,1
dotat,2019,1,12,1
dotat,2019,2,9,1
dotat,2019,3,6,0
dotat,2019,4,5,0
dotat,2020,2,3,0
dotat,2020,1,3,0
jofiv,2015,1,148,16
jofiv,2015,2,162,16
jofiv,2015,3,171,17
jofiv,2015,4,165,14
jofiv,2016,1,176,16
jofiv,2016,2,181,17
jofiv,2016,3,193,18
jofiv,2016,4,204,21
jofiv,2017,1,226,30
jofiv,2017,2,237,15
jofiv,2017,3,249,28
jofiv,2017,4,269,31
jofiv,2018,1,290,23
jofiv,2018,2,293,15
jofiv,2018,3,286,17
jofiv,2018,4,304,24
jofiv,2019,1,310,8
jofiv,2019,2,328,24
jofiv,2019,3,348,20
jofiv,2019,4,363,17
jofiv,2020,2,355,17
jofiv,2020,1,371,17
molov,2015,1,149,13
molov,2015,2,151,12
molov,2015,3,150,10
molov,2015,4,163,16
molov,2016,1,164,12
molov,2016,2,177,18
molov,2016,3,200,26
molov,2016,4,200,15
molov,2017,1,234,21
molov,2017,2,218,15
molov,2017,3,232,19
molov,2017,4,227,13
molov,2018,1,247,25
molov,2018,2,249,8
molov,2018,3,257,18
molov,2018,4,266,11
molov,2019,1,267,19
molov,2019,2,265,11
molov,2019,3,276,17
molov,2019,4,293,21
molov,2020,2,290,14
molov,2020,1,290,20
kizod,2015,1,159,10
kizod,2015,2,158,7
kizod,2015,3,160,8
kizod,2015,4,164,7
kizod,2016,1,164,4
kizod,2016,2,165,7
kizod,2016,3,175,16
kizod,2016,4,176,6
kizod,2017,1,178,2
kizod,2017,2,173,4
kizod,2017,3,181,7
kizod,2017,4,76,9
kizod,2018,1,189,7
kizod,2018,2,189,6
kizod,2018,3,193,12
kizod,2018,4,199,4
kizod,2019,1,192,3
kizod,2019,2,193,5
kizod,2019,3,194,4
kizod,2019,4,192,4
kizod,2020,1,195,3
kizod,2020,2,195,0
jisin,2015,1,860,85
jisin,2015,2,820,83
jisin,2015,3,870,85
jisin,2015,4,871,74
jisin,2016,1,1033,127
jisin,2016,2,1027,117
jisin,2016,3,1165,132
jisin,2016,4,1153,155
jisin,2017,1,1272,167
jisin,2017,2,1318,149
jisin,2017,3,1434,148
jisin,2017,4,1170,120
jisin,2018,1,1406,156
jisin,2018,2,1446,160
jisin,2018,3,1528,208
jisin,2018,4,1525,162
jisin,2019,1,1496,129
jisin,2019,2,1515,130
jisin,2019,3,1579,152
jisin,2019,4,1584,135
jisin,2020,2,1644,129
jisin,2020,1,1632,164
bupoz,2015,1,35,4
bupoz,2015,2,37,1
bupoz,2015,3,44,7
bupoz,2015,4,50,7
bupoz,2016,1,51,3
bupoz,2016,2,49,3
bupoz,2016,3,56,9
bupoz,2016,4,55,3
bupoz,2017,1,51,3
bupoz,2017,2,53,3
bupoz,2017,3,53,0
bupoz,2017,4,54,3
bupoz,2018,1,57,5
bupoz,2018,2,55,3
bupoz,2018,3,60,9
bupoz,2018,4,58,2
bupoz,2019,1,66,8
bupoz,2019,2,69,4
bupoz,2019,3,69,4
bupoz,2019,4,74,8
bupoz,2020,1,71,7
bupoz,2020,2,86,15
ginoz,2015,1,241,8
ginoz,2015,2,246,10
ginoz,2015,3,244,9
ginoz,2015,4,244,6
ginoz,2016,1,245,11
ginoz,2016,2,261,3
ginoz,2016,3,253,8
ginoz,2016,4,254,9
ginoz,2017,1,258,9
ginoz,2017,2,261,9
ginoz,2017,3,271,13
ginoz,2017,4,280,17
ginoz,2018,1,280,6
ginoz,2018,2,277,2
ginoz,2018,3,279,8
ginoz,2018,4,285,9
ginoz,2019,1,292,14
ginoz,2019,2,289,10
ginoz,2019,3,298,14
ginoz,2019,4,300,9
ginoz,2020,2,296,13
ginoz,2020,1,295,6
farub,2015,1,74,10
farub,2015,2,76,7
farub,2015,3,80,4
farub,2015,4,80,5
farub,2016,1,84,8
farub,2016,2,84,6
farub,2016,3,85,9
farub,2016,4,112,20
farub,2017,1,114,4
farub,2017,2,109,2
farub,2017,3,112,5
farub,2017,4,111,11
farub,2018,1,115,7
farub,2018,2,119,11
farub,2018,3,120,15
farub,2018,4,150,18
farub,2019,1,169,18
farub,2019,2,192,23
farub,2019,3,204,15
farub,2019,4,184,10
farub,2020,2,185,11
farub,2020,1,178,9
nuruv,2015,1,181,7
nuruv,2015,2,181,6
nuruv,2015,3,184,8
nuruv,2015,4,184,7
nuruv,2016,1,194,9
nuruv,2016,2,189,3
nuruv,2016,3,221,33
nuruv,2016,4,228,17
nuruv,2017,1,231,13
nuruv,2017,2,241,15
nuruv,2017,3,245,12
nuruv,2017,4,261,23
nuruv,2018,1,275,17
nuruv,2018,2,276,14
nuruv,2018,3,269,11
nuruv,2018,4,292,19
nuruv,2019,1,297,9
nuruv,2019,2,301,13
nuruv,2019,3,285,15
nuruv,2019,4,293,17
nuruv,2020,2,293,8
nuruv,2020,1,293,8
papal,2015,1,38,1
papal,2015,2,42,5
papal,2015,3,43,1
papal,2015,4,43,0
papal,2016,1,41,0
papal,2016,2,45,5
papal,2016,3,50,6
papal,2016,4,48,2
papal,2017,1,48,0
papal,2017,2,50,4
papal,2017,3,54,2
papal,2017,4,49,2
papal,2018,1,51,1
papal,2018,2,55,3
papal,2018,3,52,0
papal,2018,4,52,0
papal,2019,1,49,1
papal,2019,2,46,4
papal,2019,3,46,1
papal,2019,4,47,1
papal,2020,2,50,1
papal,2020,1,49,2
zabos,2015,1,24,0
zabos,2015,2,17,0
zabos,2015,3,16,1
zabos,2015,4,13,0
zabos,2016,1,14,1
zabos,2016,2,12,0
zabos,2016,3,17,6
zabos,2016,4,18,1
zabos,2017,1,18,0
zabos,2017,2,14,0
zabos,2017,3,16,2
zabos,2017,4,18,2
zabos,2018,1,18,0
zabos,2018,2,16,1
zabos,2018,3,16,0
zabos,2018,4,17,1
zabos,2019,1,16,0
zabos,2019,2,17,1
zabos,2019,3,19,2
zabos,2019,4,20,1
zabos,2020,2,19,0
zabos,2020,1,19,0
juruf,2015,1,40,0
juruf,2015,2,41,3
juruf,2015,3,45,4
juruf,2015,4,37,0
juruf,2016,1,36,0
juruf,2016,2,43,9
juruf,2016,3,47,6
juruf,2016,4,48,3
juruf,2017,1,46,2
juruf,2017,2,46,2
juruf,2017,3,48,2
juruf,2017,4,43,0
juruf,2018,1,43,1
juruf,2018,2,42,2
juruf,2018,3,42,0
juruf,2018,4,40,0
juruf,2019,1,37,0
juruf,2019,2,35,0
juruf,2019,3,37,1
juruf,2019,4,37,0
juruf,2020,2,38,0
juruf,2020,1,40,0
tibip,2015,1,355,60
tibip,2015,2,330,58
tibip,2015,3,335,77
tibip,2015,4,339,30
tibip,2016,1,434,93
tibip,2016,2,413,89
tibip,2016,3,381,72
tibip,2016,4,399,76
tibip,2017,1,418,88
tibip,2017,2,575,75
tibip,2017,3,426,47
tibip,2017,4,484,67
tibip,2018,1,422,65
tibip,2018,2,426,75
tibip,2018,3,442,62
tibip,2018,4,475,79
tibip,2019,1,432,111
tibip,2019,2,440,95
tibip,2019,3,375,50
tibip,2019,4,394,65
tibip,2020,1,379,70
tibip,2020,2,331,53
jagit,2015,1,440,10
jagit,2015,2,449,15
jagit,2015,3,453,17
jagit,2015,4,458,6
jagit,2016,1,450,2
jagit,2016,2,457,10
jagit,2016,3,474,20
jagit,2016,4,473,11
jagit,2017,1,475,8
jagit,2017,2,475,5
jagit,2017,3,479,10
jagit,2017,4,482,9
jagit,2018,1,487,7
jagit,2018,2,481,4
jagit,2018,3,476,4
jagit,2018,4,478,8
jagit,2019,1,468,2
jagit,2019,2,470,6
jagit,2019,3,493,9
jagit,2019,4,492,50
jagit,2020,1,490,5
jagit,2020,2,488,3
dafit,2015,1,17,0
dafit,2015,2,21,0
dafit,2015,3,16,0
dafit,2016,1,21,1
dafit,2016,2,24,4
dafit,2016,3,27,0
dafit,2016,4,30,0
dafit,2017,1,31,1
dafit,2017,2,15,1
dafit,2017,3,15,0
dafit,2017,4,41,0
dafit,2018,1,43,4
dafit,2018,2,40,0
dafit,2018,3,38,0
dafit,2018,4,40,2
dafit,2019,1,45,5
dafit,2019,2,50,1
dafit,2019,3,54,3
dafit,2019,4,31,1
dafit,2020,2,26,2
dafit,2020,1,24,0
posaj,2015,1,89,21
posaj,2015,2,94,12
posaj,2015,3,93,9
posaj,2015,4,93,13
posaj,2016,1,100,18
posaj,2016,2,123,23
posaj,2016,3,132,26
posaj,2016,4,141,15
posaj,2017,1,148,20
posaj,2017,2,144,5
posaj,2017,3,135,15
posaj,2017,4,150,21
posaj,2018,1,158,12
posaj,2018,2,153,15
posaj,2018,3,199,21
posaj,2018,4,205,30
posaj,2019,1,245,26
posaj,2019,2,248,23
posaj,2019,3,271,25
posaj,2019,4,243,20
posaj,2020,2,242,17
posaj,2020,1,NA,17
huhur,2015,1,196,31
huhur,2015,2,213,20
huhur,2015,3,231,34
huhur,2015,4,259,38
huhur,2016,1,291,35
huhur,2016,2,325,50
huhur,2016,3,379,70
huhur,2016,4,418,45
huhur,2017,1,441,49
huhur,2017,2,474,46
huhur,2017,3,508,54
huhur,2017,4,517,35
huhur,2018,1,532,44
huhur,2018,2,574,68
huhur,2018,3,604,60
huhur,2018,4,624,44
huhur,2019,1,661,56
huhur,2019,2,653,37
huhur,2019,3,687,59
huhur,2019,4,682,41
huhur,2020,2,721,35
huhur,2020,1,714,47
gavuj,2015,1,475,67
gavuj,2015,2,545,96
gavuj,2015,3,619,120
gavuj,2015,4,634,102
gavuj,2016,1,694,110
gavuj,2016,2,752,130
gavuj,2016,3,888,189
gavuj,2016,4,958,155
gavuj,2017,1,1049,179
gavuj,2017,2,1093,134
gavuj,2017,3,1119,145
gavuj,2017,4,1249,152
gavuj,2018,1,1313,171
gavuj,2018,2,1396,197
gavuj,2018,3,1573,324
gavuj,2018,4,1665,299
gavuj,2019,1,1728,240
gavuj,2019,2,1789,196
gavuj,2019,3,1933,254
gavuj,2019,4,1992,237
gavuj,2020,2,2147,174
gavuj,2020,1,2107,238
gokad,2015,1,38,5
gokad,2015,2,42,5
gokad,2015,3,46,7
gokad,2015,4,50,3
gokad,2016,1,62,14
gokad,2016,2,65,7
gokad,2016,3,71,7
gokad,2016,4,69,4
gokad,2017,1,74,8
gokad,2017,2,82,7
gokad,2017,3,83,5
gokad,2017,4,90,10
gokad,2018,1,96,10
gokad,2018,2,101,5
gokad,2018,3,96,3
gokad,2018,4,101,5
gokad,2019,1,101,4
gokad,2019,2,106,7
gokad,2019,3,102,4
gokad,2019,4,108,3
gokad,2020,2,108,3
gokad,2020,1,105,5
tufov,2015,1,353,70
tufov,2015,2,397,73
tufov,2015,3,452,94
tufov,2015,4,528,101
tufov,2016,1,590,90
tufov,2016,2,662,110
tufov,2016,3,806,169
tufov,2016,4,800,92
tufov,2017,1,906,152
tufov,2017,2,943,119
tufov,2017,3,846,112
tufov,2017,4,890,116
tufov,2018,1,928,146
tufov,2018,2,1050,196
tufov,2018,3,1110,175
tufov,2018,4,1112,135
tufov,2019,1,1132,119
tufov,2019,2,1183,106
tufov,2019,3,1250,144
tufov,2019,4,1254,103
tufov,2020,2,1330,87
tufov,2020,1,1339,126
zahor,2015,1,44,6
zahor,2015,2,50,2
zahor,2015,3,57,9
zahor,2015,4,49,11
zahor,2016,1,28,16
zahor,2016,2,73,3
zahor,2016,3,79,22
zahor,2016,4,102,21
zahor,2017,1,103,8
zahor,2017,2,71,0
zahor,2017,3,78,8
zahor,2017,4,86,2
zahor,2018,1,106,6
zahor,2018,2,101,5
zahor,2018,3,120,5
zahor,2018,4,121,5
zahor,2019,1,95,13
zahor,2019,2,92,4
zahor,2019,3,109,9
zahor,2019,4,95,5
zahor,2020,2,121,10
zahor,2020,1,108,6
tizik,2015,1,30,5
tizik,2015,2,38,8
tizik,2015,3,38,4
tizik,2015,4,41,7
tizik,2016,1,52,11
tizik,2016,2,55,6
tizik,2016,3,61,11
tizik,2016,4,63,4
tizik,2017,1,70,11
tizik,2017,2,80,14
tizik,2017,3,90,9
tizik,2017,4,92,5
tizik,2018,1,103,6
tizik,2018,2,106,5
tizik,2018,3,115,5
tizik,2018,4,120,5
tizik,2019,1,133,13
tizik,2019,2,122,7
tizik,2019,3,118,9
tizik,2019,4,123,2
tizik,2020,1,121,3
tizik,2020,2,124,3
kiduf,2015,1,125,19
kiduf,2015,2,137,13
kiduf,2015,3,152,16
kiduf,2015,4,181,30
kiduf,2016,1,195,14
kiduf,2016,2,209,14
kiduf,2016,3,227,19
kiduf,2016,4,239,24
kiduf,2017,1,267,59
kiduf,2017,2,375,117
kiduf,2017,3,383,71
kiduf,2017,4,434,45
kiduf,2018,1,458,49
kiduf,2018,2,481,34
kiduf,2018,3,497,27
kiduf,2018,4,534,44
kiduf,2019,1,574,40
kiduf,2019,2,604,39
kiduf,2019,3,629,31
kiduf,2019,4,625,17
kiduf,2020,2,650,22
kiduf,2020,1,635,26
dodir,2015,1,18,2
dodir,2015,2,20,3
dodir,2015,3,19,1
dodir,2015,4,19,2
dodir,2016,1,15,4
dodir,2016,2,8,0
dodir,2016,3,13,1
dodir,2016,4,16,3
dodir,2017,1,16,4
dodir,2017,2,18,2
dodir,2017,3,23,5
dodir,2017,4,20,4
dodir,2018,1,16,2
dodir,2018,2,14,1
dodir,2018,3,NA,0
dodir,2018,4,8,0
dodir,2019,1,NA,0
dodir,2019,3,29,4
dodir,2019,4,28,0
dodir,2020,2,35,2
dodir,2020,1,33,6
dodir,2019,2,NA,0
nipar,2015,1,17,0
nipar,2015,2,16,0
nipar,2015,3,13,0
nipar,2015,4,13,0
nipar,2016,1,15,0
nipar,2016,2,9,0
nipar,2016,3,15,0
nipar,2016,4,6,1
nipar,2017,1,2,0
nipar,2017,2,5,0
nipar,2017,3,5,0
nipar,2017,4,0,0
nipar,2018,1,13,9
nipar,2018,2,14,1
nipar,2018,3,17,0
nipar,2018,4,17,0
nipar,2019,1,17,0
nipar,2019,2,7,0
nipar,2019,3,8,0
nipar,2019,4,14,0
nipar,2020,2,12,0
nipar,2020,1,12,1
tumag,2015,1,27,8
tumag,2015,2,33,9
tumag,2015,3,34,4
tumag,2015,4,37,6
tumag,2016,1,44,11
tumag,2016,2,45,2
tumag,2016,3,56,6
tumag,2016,4,58,7
tumag,2017,1,63,7
tumag,2017,2,65,3
tumag,2017,3,73,8
tumag,2017,4,77,5
tumag,2018,1,74,7
tumag,2018,2,84,11
tumag,2018,4,104,5
tumag,2019,1,113,10
tumag,2019,2,108,5
tumag,2019,3,114,7
tumag,2019,4,116,2
tumag,2020,1,122,15
tumag,2020,2,126,4
tumag,2018,3,98,14
suduz,2015,1,73,5
suduz,2015,2,80,8
suduz,2015,3,88,13
suduz,2015,4,92,8
suduz,2016,1,98,10
suduz,2016,2,111,13
suduz,2016,3,115,9
suduz,2016,4,120,5
suduz,2017,1,127,7
suduz,2017,2,139,13
suduz,2017,3,137,2
suduz,2017,4,144,12
suduz,2018,1,139,7
suduz,2018,2,138,5
suduz,2018,3,151,9
suduz,2018,4,154,9
suduz,2019,1,153,7
suduz,2019,2,158,5
suduz,2019,3,160,1
suduz,2019,4,159,5
suduz,2020,2,172,7
suduz,2020,1,173,17
nuvin,2015,1,14,6
nuvin,2015,2,12,4
nuvin,2015,3,15,1
nuvin,2015,4,12,1
nuvin,2016,1,22,9
nuvin,2016,2,24,3
nuvin,2016,3,29,10
nuvin,2016,4,32,4
nuvin,2017,1,41,8
nuvin,2017,2,47,5
nuvin,2017,3,51,4
nuvin,2017,4,56,5
nuvin,2018,1,53,1
nuvin,2018,2,55,2
nuvin,2018,3,56,2
nuvin,2018,4,57,3
nuvin,2019,1,61,2
nuvin,2019,2,66,5
nuvin,2019,3,68,2
nuvin,2019,4,64,4
nuvin,2020,2,59,1
nuvin,2020,1,58,1
nipaf,2015,1,30,5
nipaf,2015,2,31,5
nipaf,2015,3,34,4
nipaf,2015,4,40,10
nipaf,2016,1,49,10
nipaf,2016,2,56,11
nipaf,2016,3,64,7
nipaf,2016,4,65,6
nipaf,2017,1,78,12
nipaf,2017,2,100,25
nipaf,2017,3,126,28
nipaf,2017,4,127,12
nipaf,2018,1,135,15
nipaf,2018,2,155,23
nipaf,2018,3,168,16
nipaf,2018,4,188,21
nipaf,2019,1,203,15
nipaf,2019,2,211,14
nipaf,2019,3,233,23
nipaf,2019,4,243,15
nipaf,2020,2,266,7
nipaf,2020,1,260,20
gasav,2015,1,57,10
gasav,2015,2,54,0
gasav,2015,3,52,5
gasav,2015,4,54,3
gasav,2016,1,63,10
gasav,2016,2,58,2
gasav,2016,3,64,7
gasav,2016,4,68,4
gasav,2017,1,76,13
gasav,2017,2,78,4
gasav,2017,3,76,1
gasav,2017,4,74,2
gasav,2018,1,72,0
gasav,2018,2,66,0
gasav,2018,3,91,20
gasav,2018,4,84,5
gasav,2019,1,113,18
gasav,2019,2,128,17
gasav,2019,3,104,10
gasav,2019,4,106,12
gasav,2020,1,108,8
gasav,2020,2,107,8
pozod,2015,1,31,12
pozod,2015,2,60,33
pozod,2015,3,82,24
pozod,2015,4,96,17
pozod,2016,1,105,17
pozod,2016,2,115,11
pozod,2016,3,130,16
pozod,2016,4,138,11
pozod,2017,1,149,17
pozod,2017,2,157,13
pozod,2017,3,169,16
pozod,2017,4,172,14
pozod,2018,1,175,16
pozod,2018,2,176,9
pozod,2018,3,179,8
pozod,2018,4,188,14
pozod,2019,1,197,15
pozod,2019,2,205,13
pozod,2019,3,207,9
pozod,2019,4,219,14
pozod,2020,2,220,5
pozod,2020,1,218,12
mikuf,2015,1,8,3
mikuf,2015,2,9,1
mikuf,2015,3,9,2
mikuf,2015,4,14,5
mikuf,2016,1,17,3
mikuf,2016,2,19,3
mikuf,2016,3,28,9
mikuf,2016,4,28,4
mikuf,2017,1,33,8
mikuf,2017,2,36,8
mikuf,2017,3,36,6
mikuf,2017,4,44,10
mikuf,2018,1,47,8
mikuf,2018,2,50,3
mikuf,2018,3,51,3
mikuf,2018,4,59,7
mikuf,2019,1,52,3
mikuf,2019,2,53,6
mikuf,2019,3,56,5
mikuf,2019,4,52,4
mikuf,2020,1,58,7
mikuf,2020,2,63,6
miroz,2015,1,13,8
miroz,2015,2,18,5
miroz,2015,3,17,1
miroz,2015,4,26,10
miroz,2016,1,24,2
miroz,2016,2,30,7
miroz,2016,3,32,4
miroz,2016,4,38,7
miroz,2017,1,49,13
miroz,2017,2,56,8
miroz,2017,3,60,10
miroz,2017,4,64,4
miroz,2018,1,81,18
miroz,2018,2,82,9
miroz,2018,3,80,4
miroz,2018,4,71,4
miroz,2019,1,79,8
miroz,2019,2,82,2
miroz,2019,3,84,5
miroz,2019,4,84,3
miroz,2020,2,95,7
miroz,2020,1,92,8
kovag,2015,1,0,0
kovag,2015,2,2,2
kovag,2015,3,5,3
kovag,2015,4,8,4
kovag,2016,1,16,8
kovag,2016,2,11,3
kovag,2016,3,27,9
kovag,2016,4,28,3
kovag,2017,1,34,8
kovag,2017,2,42,14
kovag,2017,3,48,9
kovag,2017,4,47,7
kovag,2018,1,56,10
kovag,2018,2,62,12
kovag,2018,3,71,9
kovag,2018,4,74,13
kovag,2019,1,78,5
kovag,2019,2,79,5
kovag,2019,3,82,6
kovag,2019,4,87,15
kovag,2020,1,84,7
kovag,2020,2,82,8
duvin,2015,1,5,5
duvin,2015,2,14,9
duvin,2015,3,14,2
duvin,2015,4,15,3
duvin,2016,1,19,5
duvin,2016,2,24,4
duvin,2016,3,19,1
duvin,2016,4,21,3
duvin,2017,1,25,5
duvin,2017,2,28,4
duvin,2017,3,34,7
duvin,2017,4,39,6
duvin,2018,1,43,6
duvin,2018,2,48,6
duvin,2018,3,53,6
duvin,2018,4,60,7
duvin,2019,1,50,1
duvin,2019,2,52,2
duvin,2019,3,55,7
duvin,2019,4,58,2
duvin,2020,1,57,3
duvin,2020,2,58,1
hirih,2015,1,6,3
hirih,2015,2,9,3
hirih,2015,3,8,0
hirih,2015,4,12,4
hirih,2016,1,9,0
hirih,2016,2,11,2
hirih,2016,3,12,1
hirih,2016,4,20,8
hirih,2017,1,21,4
hirih,2017,2,20,0
hirih,2017,3,21,2
hirih,2017,4,19,1
hirih,2018,1,20,3
hirih,2018,2,18,1
hirih,2018,3,17,2
hirih,2018,4,17,2
hirih,2019,1,21,2
